repo,pr_id,file_count,modified_files,modified_functions,total_additions,total_deletions,commit_messages
microsoft/vscode,323526,13,"['src/vs/platform/agentHost/common/agentService.ts', 'src/vs/platform/agentHost/node/activeClientState.ts', 'src/vs/platform/agentHost/node/agentService.ts', 'src/vs/platform/agentHost/node/agentSideEffects.ts', 'src/vs/platform/agentHost/node/claude/clientTools/claudeSessionClientToolsModel.ts', 'src/vs/platform/agentHost/node/copilot/copilotAgent.ts', 'src/vs/platform/agentHost/node/copilot/copilotAgentSession.ts', 'src/vs/platform/agentHost/test/node/agentSideEffects.test.ts', 'src/vs/platform/agentHost/test/node/clientTools/claudeSessionClientToolsModel.test.ts', 'src/vs/platform/agentHost/test/node/copilotAgent.test.ts', 'src/vs/platform/agentHost/test/node/mockAgent.ts', 'src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostSessionHandler.ts', 'src/vs/workbench/contrib/chat/test/browser/agentSessions/agentHostClientTools.test.ts']","['createMockToolsService', 'provideSessionWithReadyRunTaskTool', 'waitForSendMessageCalls', 'timeout', 'getToolCallConfirmationAndCompletionActions', 'disposeAgent', 'createAgentSessionThroughAgent', 'send', 'sendMessage']",309,54,"['Fix agent host client tool stalls\n\nPrefer tools from the sending active client when multiple active clients provide the same tool.\n\nEnsure client tool failures during prepare invocation and completions from pending confirmation state are reported back so tool calls do not stall.\n\nFixes #323225\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>', ""Merge remote-tracking branch 'origin/main' into connor/fix-client-tool-stalls-323225\n\n# Conflicts:\n#\tsrc/vs/platform/agentHost/test/node/copilotAgent.test.ts"", 'Fix pending permission cleanup for client tool completion\n\nEnsure client tool completions that unblock pending permission requests go through the normal permission response cleanup path so pending edit content and registry entries are removed.\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>']"
microsoft/vscode,323520,3,"['build/azure-pipelines/darwin/steps/product-build-darwin-compile.yml', 'build/azure-pipelines/linux/steps/product-build-linux-compile.yml', 'build/azure-pipelines/win32/steps/product-build-win32-compile.yml']",[],48,30,"[""Skip CG NOTICE steps on CI test builds\n\nPull/Apply CG NOTICE only matter when a build packages a notice it will\nship. CI test jobs (VSCODE_CIBUILD=true: the Electron/Browser/Remote Tests\njobs) compile and build a throwaway product to run tests against, then\ndiscard it -- they never publish a notice. Running the CG NOTICE generate +\napply there is wasted work, and it is the sole source of the intermittent\n'Apply CG NOTICE' failures (the detached deemon daemon getting killed during\nthe long test phase, so 'deemon --attach' exits non-zero).\n\nGate both notice steps behind 'ne(VSCODE_CIBUILD, true)', matching the\nexisting guard already used for the other publish-only steps in these\ntemplates (Wait for CLI artifact, Group Policy, Explorer dll, appx). Both\nthe background detach and the attach are gated by the same condition so they\nstay paired. Publishing builds (CIBUILD=false) are unaffected.""]"
microsoft/vscode,323519,1,['build/azure-pipelines/product-smoke-flaky.yml'],[],3,3,['Fix paths on flaky smoke pipeline']
microsoft/vscode,323518,1,['src/vs/workbench/contrib/chat/browser/chatManagement/chatModelsWidget.ts'],[],1,1,"['Initial plan', 'Update migrate tooltip to mention Ollama provider\n\nCo-authored-by: vritant24 <13074644+vritant24@users.noreply.github.com>']"
microsoft/vscode,323517,1,['src/vs/workbench/browser/media/floatingPanels.css'],[],1,1,['style: update activity bar class for right alignment in floating panels']
microsoft/vscode,323516,3,"['build/azure-pipelines/darwin/steps/product-build-darwin-compile.yml', 'build/azure-pipelines/linux/steps/product-build-linux-compile.yml', 'build/azure-pipelines/win32/steps/product-build-win32-compile.yml']",[],45,30,"[""Fix intermittent Apply CG NOTICE failures\n\nThe Pull/Apply CG NOTICE steps overwrite ThirdPartyNotices.txt with the\nCG-generated notice before gulp packages it. They run downloadNotice.ts via\ndeemon: Pull detaches a background daemon, Apply attaches to collect it.\ndownloadNotice.ts is non-fatal by design (always exits 0), but the\n'deemon --attach' wrapper exits non-zero when the daemon was killed during\nthe long compile/test phase, hard-failing the job. This only bites CI test\njobs (VSCODE_CIBUILD=true), which build a throwaway product and never ship a\nnotice (builds 451901, 451613; both green on retry).\n\n- Gate both notice steps on ne(VSCODE_CIBUILD, true), matching the existing\n  publish-only guard in these templates -- they no longer run in CI test jobs.\n- continueOnError: true on Apply CG NOTICE so a dead daemon degrades to the\n  legacy notice on publishing builds instead of failing the build.""]"
microsoft/vscode,323514,4,"['src/vs/sessions/browser/actions/vscodeActions.ts', 'src/vs/sessions/browser/openInVSCodeUtils.ts', 'src/vs/sessions/electron-browser/actions/vscodeActions.ts', 'src/vs/sessions/test/browser/resolveRemoteAuthority.test.ts']",['getFolderUriToOpen'],57,123,"['Revert ""Agent host: open sessions in editor windows (#323316)""\n\nThis reverts commit 0d2dfb2eb897808a27356ab6e5d33000acec4590.']"
microsoft/vscode,323513,1,['src/vs/workbench/contrib/imageCarousel/browser/imageCarouselEditor.ts'],"['_updateStatusbarEntries', '_showOrUpdateStatusbarEntry', '_zoomLabel', '_clearStatusbarEntries', 'setEditorVisible', '_isActiveImageCarouselEditor']",81,3,"['Add image carousel status bar entries', 'Potential fix for pull request finding\n\nCo-authored-by: Copilot Autofix powered by AI <175728472+Copilot@users.noreply.github.com>', ""Merge branch 'main' into fix/image-carousel-status-bar"", 'Address image carousel status bar review feedback']"
microsoft/vscode,323512,1,['src/vs/sessions/contrib/providers/agentHost/browser/baseAgentHostSessionsProvider.ts'],['_applyChangesetsFromState'],33,0,"['AgentHost - restore changesets when reloading the window (#323494)\n\n* AgentHost - restore changesets when reloading the window\n\n* Tweak the fix so that we only use the state information to initialize the changesets', ""Merge branch 'release/1.127' into lszomoru/continuing-sole""]"
microsoft/vscode,323504,1,['src/vs/sessions/contrib/github/browser/media/pullRequestHover.css'],[],5,3,"['sessions: fix PR hover padding and horizontal scrollbar\n\nAdjust the description and branch row padding in the PR metadata hover and stop the hover from overflowing its container.\n\nThe hover element was fixed at width 520px while the hover widget caps its contents at max-width ~500px, causing a horizontal scrollbar. Change max-width to 100% so it fits the available space, and add overflow-wrap to the title/description to guard against long unbreakable words.\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>']"
microsoft/vscode,323502,10,"['src/vs/code/electron-main/app.ts', 'src/vs/platform/files/common/remoteFileSystemProxy.ts', 'src/vs/platform/files/electron-browser/remoteFileSystemProxyClient.ts', 'src/vs/platform/files/electron-browser/remoteFileSystemProxyServer.ts', 'src/vs/platform/files/electron-main/remoteFileSystemProxyMainHandler.ts', 'src/vs/platform/files/test/electron-main/remoteFileSystemProxy.test.ts', 'src/vs/workbench/browser/dnd.ts', 'src/vs/workbench/contrib/files/browser/explorerService.ts', 'src/vs/workbench/electron-browser/desktop.main.ts', 'src/vs/workbench/services/clipboard/electron-browser/clipboardService.ts']",['resourcesToBuffer'],13,688,"['[cherry-pick] Revert ""Improve the local to native and remote to local copy, paste, and DND experience (#320685)""']"
microsoft/vscode,323500,5,"['extensions/copilot/src/extension/prompts/node/agent/allAgentPrompts.ts', 'extensions/copilot/src/extension/prompts/node/agent/kimiPrompts.tsx', 'extensions/copilot/src/extension/prompts/node/agent/test/kimiPrompts.spec.tsx', 'extensions/copilot/src/platform/endpoint/common/chatModelCapabilities.ts', 'extensions/copilot/src/platform/endpoint/test/node/chatModelCapabilities.spec.ts']","['isGeminiFamily', 'matches', 'isKimiFamily', 'isAnthropicFamily', 'matchesModel', 'render']",293,5,"['[cherry-pick] Add Kimi Prompt', 'signing commit']"
microsoft/vscode,323499,1,['src/vs/sessions/contrib/sessions/browser/views/sessionsList.ts'],['localize'],5,5,['Always show last-updated time in sessions list\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>']
microsoft/vscode,323495,2,"['src/vs/platform/agentHost/node/copilot/copilotAgent.ts', 'src/vs/platform/agentHost/test/node/copilotAgent.test.ts']","['provisional', '_getAlternativeAgentForWorktree', '_resolveAgentWhenMaterializing', 'disposeAgent']",197,5,"['feat: enhance agent selection resolution during session materialization', 'Potential fix for pull request finding\n\nCo-authored-by: Copilot Autofix powered by AI <175728472+Copilot@users.noreply.github.com>', ""Merge branch 'main' into don/contemporary-coyote""]"
microsoft/vscode,323494,1,['src/vs/sessions/contrib/providers/agentHost/browser/baseAgentHostSessionsProvider.ts'],['_applyChangesetsFromState'],33,0,"['AgentHost - restore changesets when reloading the window', 'Tweak the fix so that we only use the state information to initialize the changesets']"
microsoft/vscode,323493,4,"['src/vs/workbench/contrib/chat/common/promptSyntax/languageProviders/promptCodeActions.ts', 'src/vs/workbench/contrib/chat/common/promptSyntax/languageProviders/promptValidator.ts', 'src/vs/workbench/contrib/chat/test/browser/promptSyntax/languageProviders/promptCodeActions.test.ts', 'src/vs/workbench/contrib/chat/test/browser/promptSyntax/languageProviders/promptValidator.test.ts']",['getUnknownToolMarker'],187,31,"['feat: adding code actions for github and playwright server enablement', 'removing prompt validator', 'removing code', 'adding mcp server and extension search', ""Merge branch 'main' into scrawny-macaw"", 'adding changes', 'polish changes', 'polishing tests', 'polishing changes', 'adding code', 'fixing condition', 'adding description', 'adding splitBySlash', 'extracting extension from extension tool name', 'using single quotes for mcp server installation', 'updating message', ""Merge branch 'main' into scrawny-macaw""]"
microsoft/vscode,323490,10,"['src/vs/code/electron-main/app.ts', 'src/vs/platform/files/common/remoteFileSystemProxy.ts', 'src/vs/platform/files/electron-browser/remoteFileSystemProxyClient.ts', 'src/vs/platform/files/electron-browser/remoteFileSystemProxyServer.ts', 'src/vs/platform/files/electron-main/remoteFileSystemProxyMainHandler.ts', 'src/vs/platform/files/test/electron-main/remoteFileSystemProxy.test.ts', 'src/vs/workbench/browser/dnd.ts', 'src/vs/workbench/contrib/files/browser/explorerService.ts', 'src/vs/workbench/electron-browser/desktop.main.ts', 'src/vs/workbench/services/clipboard/electron-browser/clipboardService.ts']",['resourcesToBuffer'],13,688,"['Revert ""Improve the local to native and remote to local copy, paste, and DND experience (#320685)""\n\nThis reverts commit f9070acd20a269fb07dd15389676bd6875b9db05.']"
pytorch/pytorch,188880,1,['.github/workflows/_linux-test.yml'],[],6,0,"[""test-osdc: writable HF_DATASETS_CACHE (datasets writes even offline)\n\nThe datasets library creates its arrow build + lock files under\nHF_DATASETS_CACHE (defaults to $HF_HOME/datasets = /mnt/hf_cache/datasets,\nthe read-only shared mount) even in offline mode and even for local\ndatasets like torchtitan's c4_test, so os.makedirs fails with\n'Read-only file system'. Point HF_DATASETS_CACHE at a writable RUNNER_TEMP\ndir; the model cache (HF_CACHE/hub) stays read-only.""]"
pytorch/pytorch,188879,3,"['test/inductor/test_flex_flash.py', 'torch/_inductor/codegen/cutedsl/_cutedsl_utils.py', 'torch/_inductor/codegen/cutedsl/cutedsl_kernel.py']","['test_vectorized_group_per_lane_gather', 'test_captured_table_int64_index', 'test_dynamic_captured_table_negative_index_wrap', 'score_mod']",97,7,['Update\n\n[ghstack-poisoned]']
pytorch/pytorch,188877,1,['.github/ci_commit_pins/vision.txt'],[],1,1,['update vision commit hash']
pytorch/pytorch,188876,5,"['test/inductor/test_flex_flash.py', 'torch/_inductor/codegen/cutedsl/_cutedsl_utils.py', 'torch/_inductor/codegen/cutedsl/cutedsl_kernel.py', 'torch/_inductor/codegen/cutedsl/cutedsl_op_overrides.py', 'torch/_inductor/kernel/flex/aux_vectorization.py']","['_has_unresolved_index_symbols', 'test_dynamic_captured_table_negative_index_wrap', 'isinstance', 'test_vectorized_group_per_lane_gather', 'test_captured_table_int64_index', 'Min', 'test_chained_kv_gather', '_apply_unary_op', 'Max', 'test_vectorized_group_untraceable_index_op', 'score_mod', 'in']",264,33,"['Update\n\n[ghstack-poisoned]', 'Update\n\n[ghstack-poisoned]', 'Update\n\n[ghstack-poisoned]', 'Update\n\n[ghstack-poisoned]']"
pytorch/pytorch,188875,3,"['test/dynamo/test_backends.py', 'torch/_dynamo/backends/debugging.py', 'torch/_functorch/compilers.py']",['isinstance'],7,3,"['[dynamo] Fix ts and aot_ts backends with LazyGraphModule\n\nSince use_lazy_graph_module became the default (#117911), dynamo hands\nbackends a _LazyGraphModule, which torch.jit.script cannot script, so\nthe ts and aot_ts backends failed on any function. That PR wrapped the\ntests in _force_skip_lazy_graph_module() instead of fixing the\nbackends, masking the failure in CI.\n\nRebuild a plain GraphModule before scripting in both backends, and drop\nthe test workaround so test_torchscript and test_aot_ts now run under\nthe default config.\n\nFixes #188872\n\nTest Plan:\n\n```\npython test/dynamo/test_backends.py\n```\n\nAuthored with an AI assistant.']"
pytorch/pytorch,188874,1,['aten/src/ATen/xpu/XPUGraph.cpp'],[],3,8,"['Enable XPUGraph native recording mode\n\nSigned-off-by: Ma, Jing1 <jing1.ma@intel.com>', 'fix empty graph check\n\nSigned-off-by: Ma, Jing1 <jing1.ma@intel.com>']"
pytorch/pytorch,188873,2,"['test/test_fake_tensor.py', 'torch/_subclasses/fake_tensor.py']","['_BypassDispatchCache', 'test_cache_bypass_prims_as_strided']",17,0,['check in']
pytorch/pytorch,188870,8,"['torch/_custom_op/impl.py', 'torch/_inductor/codegen/wrapper.py', 'torch/_inductor/debug.py', 'torch/distributions/exp_family.py', 'torch/fx/graph.py', 'torch/fx/proxy.py', 'torch/headeronly/util/Half.h', 'torch/sparse/semi_structured.py']",[],17,15,['Update\n\n[ghstack-poisoned]']
